Country,OptIn Date,Language,Agree,AgeGroup,City,Gender,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,NormallyDo_raw,NormallyDo,YesPandemicChange_raw,YesPandemicChange,PandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Blurred vision,Experience_Clammy skin,Experience_Confusion,Experience_Convulsions,Experience_Dizziness,Experience_Fainting [brief loss of consciousness],Experience_Fatigue,Experience_Feeling hot,Experience_Feeling listless/lack of engagement with social activities/family,Experience_Feeling sweaty,Experience_Feeling thirsty,Experience_Headache,Experience_Irrational behaviour,Experience_Loss of consciousness [extensive],Experience_Muscle cramps,Experience_Muscle weakness,Experience_Nausea,Experience_Poor quality of sleep,Experience_Rash,Experience_Vomiting,Experience_DONTKNOW,Experience_REFUSED,ExperienceBeforeHeat (Dizziness),ExperienceBeforeHeat (Headache),ExperienceBeforeHeat (Feeling hot),ExperienceBeforeHeat (Fatigue),ExperienceBeforeHeat (Convulsions),ExperienceBeforeHeat (Feeling sweaty),ExperienceBeforeHeat (Blurred vision),ExperienceBeforeHeat (Confusion),ExperienceBeforeHeat (Rash),ExperienceBeforeHeat (Feeling thirsty),ExperienceBeforeHeat (Vomiting),ExperienceBeforeHeat (Loss of consciousness [extensive]),ExperienceBeforeHeat (Nausea),ExperienceBeforeHeat,ExperienceBeforeHeat (Poor quality of sleep),ExperienceBeforeHeat (Fainting [brief loss of consciousness]),ExperienceBeforeHeat (Muscle cramps),ExperienceBeforeHeat (Clammy skin),ExperienceBeforeHeat (Irrational behaviour),ExperienceBeforeHeat (Muscle weakness),ExperienceBeforeHeat (Feeling listless/lack of engagement with social activities/family),FeelingMore,PhysicalConflict,HeatAffect,Language2
India,16/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,23,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,We turn on fan.,Use Air Coolers,It's difficult to get rice.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,YES,,,YES,,,,,,,,,,,,,,,,FRUSTRATED,YES,MORE,Hindi
India,16/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,23,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,1,PALM FRONDS,PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,He is sitting outside.,Spend More time outdoors,We don't have rice to eat.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COLD,VERY HOT,PERFECTLY TOLERABLE,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,YES,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
India,17/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,PALM FRONDS,PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,He turns on fan.,Use Air Coolers,We don't have rice to eat.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,VERY HOT,PERFECTLY TOLERABLE,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,YES,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Hindi
India,15/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,20,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,3,He will turn on window and door.,Open ventilations,,,NO,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,NO CHANGE,HARDER,COOL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,IMPATIENT,ABOUT THE SAME,LESS,Hindi
India,15/07/2020,Hindi,Yes,35+,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CEMENT,1,4,We sit outside.,Spend More time outdoors,,,NO,HALF OF THE DAY,SLIGHTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,NO,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Hindi
India,16/07/2020,Hindi,Yes,18-24,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,22,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,4,We sit under tree.,Spend More time outdoors,,,NO,HALF OF THE DAY,SIGNIFICANTLY DECREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,MAYBE,,,,,,,,,,,,,IRRITABLE,NO,MORE,Hindi
India,15/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,22,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CEMENT,1,4,"We open doors,turn on the fan and sit.",Open ventilations,,,NO,HALF OF THE DAY,SIGNIFICANTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,HOT,HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,NO,,,,,,,,,,,FRUSTRATED,NO,LESS,Hindi
India,14/07/2020,Hindi,Yes,35+,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CLAY COAT,1,5,We will sit outside of home.,Spend More time outdoors,We don't have items and food.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,YES,YES,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
India,16/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CLAY COAT,1,5,We turn on fan.,Use Air Coolers,You won't get any daily item.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,YES,,,,,,YES,,,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
India,16/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,5,He sits outside.,Spend More time outdoors,We don't have rice to eat.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,YES,,YES,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
India,15/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,4,We sit outside.,Spend More time outdoors,,,NO,HALF OF THE DAY,SLIGHTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,NO,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Hindi
India,16/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,23,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,1,PALM FRONDS,PALM FRONDS/WOVEN MATS,CLAY COAT,1,5,He sits outside.,Spend More time outdoors,You won't get any daily item.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,YES,,YES,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
India,14/07/2020,Hindi,Yes,35+,Hyderabad,MALE,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,24,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,PALM FRONDS,PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,He turns on fan.,Use Air Coolers,We don't have rice to eat.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,YES,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
India,15/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,22,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,4,We sit outside.,Spend More time outdoors,,,NO,HALF OF THE DAY,SIGNIFICANTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,MAYBE,,,,,,,,,,,,,,,,,,IRRITABLE,NO,MORE,Hindi
India,16/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,MIGRANT REMITTANCES [FROM OUTSIDE OF THE COUNTRY],NO,OTHER,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,6,Fan,Use Air Coolers,Sanitizing became a part of life.,Sanitizng hands oftenly,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,COOL,COMFORTABLE,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,,,,,,,,,,,,,IMPATIENT,ABOUT THE SAME,LESS,Hindi
India,15/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CEMENT,1,4,We sit outside.,Spend More time outdoors,,,NO,HALF OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY COOL,WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,NO,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Hindi
India,16/07/2020,Hindi,Yes,35+,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,23,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,We turn on fan.,Use Air Coolers,Rice and daily items.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,YES,,,YES,,,,,,,,,,,,,,,,FRUSTRATED,YES,MORE,Hindi
India,16/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,23,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,PALM FRONDS,PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,He turns on fan.,Use Air Coolers,We don't have rice to eat.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,VERY HOT,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,YES,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Hindi
India,15/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,PALM FRONDS,PALM FRONDS/WOVEN MATS,CLAY COAT,1,5,We turn on fan.,Use Air Coolers,You won't get any daily item.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,YES,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Hindi
India,17/07/2020,Hindi,Yes,35+,Hyderabad,MALE,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CLAY COAT,3,5,He go outside and sit.,Spend More time outdoors,We don't have rice to eat.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,HOT,PERFECTLY TOLERABLE,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,YES,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Hindi
India,16/07/2020,Hindi,Yes,35+,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,PALM FRONDS,PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,He turns on fan.,Use Air Coolers,We don't have rice to eat.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,EASIER,COOL,VERY HOT,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,YES,,,,,,,YES,,,,,,,,,,,,FRUSTRATED,NO,MORE,Hindi
India,17/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,22,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,PALM FRONDS,PALM FRONDS/WOVEN MATS,CLAY COAT,2,4,He go outside and sit under tree.,Spend More time outdoors,We don't have rice to eat.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,COOL,VERY HOT,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,YES,,,,,,,,,,,,FRUSTRATED,NO,MORE,Hindi
India,16/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,We turn on fan.,Use Air Coolers,You won't get rice and items.,Other responses,YES,HALF OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,YES,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Hindi
India,15/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,PALM FRONDS,PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,We turn on fan.,Use Air Coolers,You won't get any daily item.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,YES,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Hindi
India,14/07/2020,Hindi,Yes,18-24,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,24,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,He go outside and sit under tree.,Spend More time outdoors,We don't have rice to eat.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,YES,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
India,16/07/2020,Hindi,Yes,35+,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,5,We turn on fan.,Use Air Coolers,We don't have rice to eat.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,YES,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
India,15/07/2020,Hindi,Yes,35+,Hyderabad,MALE,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,23,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,PALM FRONDS,PALM FRONDS/WOVEN MATS,CLAY COAT,2,5,He go outside and sit under tree.,Spend More time outdoors,It is very difficult to go outside and puchase anything.,Spend More time outdoors,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,NEUTRAL,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,YES,,,,,,,,,,,,FRUSTRATED,NO,MORE,Hindi
India,15/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CLAY COAT,1,5,We turn on fan.,Use Air Coolers,You won't get rice for daily use.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,YES,,,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
India,16/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,21,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,5,He sits outside.,Spend More time outdoors,You won't get any daily item.,Other responses,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,NEUTRAL,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,YES,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
